appt_date,geog_name,geog_code,time_between_booking_and_appt,geog_ons_code,weekday,breakdown,appt_mode,appt_count,hcp_type,appt_status,geog_type
ALL,NHS West Leicestershire CCG,04V,22 to 28 Days,E38000201,ALL,by_ccg_and_time_between_booking_and_appt,ALL,10416,ALL,ALL,CCG
ALL,NHS Bolton CCG,00T,22 to 28 Days,E38000016,ALL,by_ccg_and_time_between_booking_and_appt,ALL,9282,ALL,ALL,CCG
ALL,NHS North Cumbria CCG,01H,15 to 21 Days,E38000215,ALL,by_ccg_and_time_between_booking_and_appt,ALL,9722,ALL,ALL,CCG
ALL,NHS East Staffordshire CCG,05D,15 to 21 Days,E38000053,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2627,ALL,ALL,CCG
ALL,NHS Wakefield CCG,03R,22 to 28 Days,E38000190,ALL,by_ccg_and_time_between_booking_and_appt,ALL,8437,ALL,ALL,CCG
ALL,NHS Rotherham CCG,03L,22 to 28 Days,E38000141,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6403,ALL,ALL,CCG
ALL,NHS East and North Hertfordshire CCG,06K,1 Day,E38000049,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2467,ALL,ALL,CCG
ALL,NHS Herts Valley CCG,06N,22 to 28 Days,E38000079,ALL,by_ccg_and_time_between_booking_and_appt,ALL,9830,ALL,ALL,CCG
ALL,NHS South West London CCG,36L,1 Day,E38000245,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1866,ALL,ALL,CCG
ALL,NHS Stoke on Trent CCG,05W,2 to 7 Days,E38000175,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1498,ALL,ALL,CCG
ALL,NHS North Tyneside CCG,99C,More than 28 Days,E38000127,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6163,ALL,ALL,CCG
ALL,NHS North East Lincolnshire CCG,03H,22 to 28 Days,E38000119,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2809,ALL,ALL,CCG
ALL,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,1 Day,E38000222,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1637,ALL,ALL,CCG
ALL,NHS Tees Valley CCG,16C,1 Day,E38000247,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3305,ALL,ALL,CCG
ALL,NHS County Durham CCG,84H,15 to 21 Days,E38000234,ALL,by_ccg_and_time_between_booking_and_appt,ALL,16271,ALL,ALL,CCG
ALL,NHS Wakefield CCG,03R,More than 28 Days,E38000190,ALL,by_ccg_and_time_between_booking_and_appt,ALL,11414,ALL,ALL,CCG
ALL,NHS Surrey Heartlands CCG,92A,More than 28 Days,E38000246,ALL,by_ccg_and_time_between_booking_and_appt,ALL,17904,ALL,ALL,CCG
ALL,NHS Norfolk and Waveney CCG,26A,2 to 7 Days,E38000239,ALL,by_ccg_and_time_between_booking_and_appt,ALL,18852,ALL,ALL,CCG
ALL,NHS North East Essex CCG,06T,22 to 28 Days,E38000117,ALL,by_ccg_and_time_between_booking_and_appt,ALL,8554,ALL,ALL,CCG
ALL,NHS Kent and Medway CCG,91Q,15 to 21 Days,E38000237,ALL,by_ccg_and_time_between_booking_and_appt,ALL,45074,ALL,ALL,CCG
ALL,NHS Dorset CCG,11J,15 to 21 Days,E38000045,ALL,by_ccg_and_time_between_booking_and_appt,ALL,28308,ALL,ALL,CCG
ALL,NHS Kernow CCG,11N,2 to 7 Days,E38000089,ALL,by_ccg_and_time_between_booking_and_appt,ALL,9235,ALL,ALL,CCG
ALL,NHS Wirral CCG,12F,22 to 28 Days,E38000208,ALL,by_ccg_and_time_between_booking_and_appt,ALL,9146,ALL,ALL,CCG
ALL,NHS Bassetlaw CCG,02Q,8 to 14 Days,E38000008,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3860,ALL,ALL,CCG
ALL,NHS Wigan Borough CCG,02H,15 to 21 Days,E38000205,ALL,by_ccg_and_time_between_booking_and_appt,ALL,4899,ALL,ALL,CCG
ALL,NHS Tameside and Glossop CCG,01Y,More than 28 Days,E38000182,ALL,by_ccg_and_time_between_booking_and_appt,ALL,7283,ALL,ALL,CCG
ALL,NHS West Leicestershire CCG,04V,Unknown / Data Quality,E38000201,ALL,by_ccg_and_time_between_booking_and_appt,ALL,10,ALL,ALL,CCG
ALL,NHS Devon CCG,15N,1 Day,E38000230,ALL,by_ccg_and_time_between_booking_and_appt,ALL,5722,ALL,ALL,CCG
ALL,NHS West Lancashire CCG,02G,8 to 14 Days,E38000200,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3062,ALL,ALL,CCG
ALL,NHS Stockport CCG,01W,22 to 28 Days,E38000174,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6237,ALL,ALL,CCG
ALL,NHS East Riding of Yorkshire CCG,02Y,2 to 7 Days,E38000052,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3689,ALL,ALL,CCG
ALL,NHS Dorset CCG,11J,2 to 7 Days,E38000045,ALL,by_ccg_and_time_between_booking_and_appt,ALL,11958,ALL,ALL,CCG
ALL,NHS County Durham CCG,84H,8 to 14 Days,E38000234,ALL,by_ccg_and_time_between_booking_and_appt,ALL,20747,ALL,ALL,CCG
ALL,NHS West Essex CCG,07H,1 Day,E38000197,ALL,by_ccg_and_time_between_booking_and_appt,ALL,782,ALL,ALL,CCG
ALL,NHS Buckinghamshire CCG,14Y,15 to 21 Days,E38000223,ALL,by_ccg_and_time_between_booking_and_appt,ALL,10186,ALL,ALL,CCG
ALL,"NHS Heywood, Middleton and Rochdale CCG",01D,More than 28 Days,E38000080,ALL,by_ccg_and_time_between_booking_and_appt,ALL,5237,ALL,ALL,CCG
ALL,NHS Devon CCG,15N,22 to 28 Days,E38000230,ALL,by_ccg_and_time_between_booking_and_appt,ALL,34265,ALL,ALL,CCG
ALL,NHS North West London CCG,W2U3Z,Same Day,E38000256,ALL,by_ccg_and_time_between_booking_and_appt,ALL,28974,ALL,ALL,CCG
ALL,NHS Manchester CCG,14L,More than 28 Days,E38000217,ALL,by_ccg_and_time_between_booking_and_appt,ALL,9811,ALL,ALL,CCG
ALL,"NHS Heywood, Middleton and Rochdale CCG",01D,1 Day,E38000080,ALL,by_ccg_and_time_between_booking_and_appt,ALL,292,ALL,ALL,CCG
ALL,NHS Calderdale CCG,02T,Same Day,E38000025,ALL,by_ccg_and_time_between_booking_and_appt,ALL,5218,ALL,ALL,CCG
ALL,NHS Ipswich and East Suffolk CCG,06L,15 to 21 Days,E38000086,ALL,by_ccg_and_time_between_booking_and_appt,ALL,9607,ALL,ALL,CCG
ALL,NHS Calderdale CCG,02T,15 to 21 Days,E38000025,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6222,ALL,ALL,CCG
ALL,NHS Mid Essex CCG,06Q,1 Day,E38000106,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1638,ALL,ALL,CCG
ALL,NHS Newcastle Gateshead CCG,13T,22 to 28 Days,E38000212,ALL,by_ccg_and_time_between_booking_and_appt,ALL,12660,ALL,ALL,CCG
ALL,NHS Wakefield CCG,03R,2 to 7 Days,E38000190,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6681,ALL,ALL,CCG
ALL,NHS Derby and Derbyshire CCG,15M,1 Day,E38000229,ALL,by_ccg_and_time_between_booking_and_appt,ALL,4604,ALL,ALL,CCG
ALL,NHS Castle Point and Rochford CCG,99F,Same Day,E38000030,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3073,ALL,ALL,CCG
ALL,NHS East Staffordshire CCG,05D,1 Day,E38000053,ALL,by_ccg_and_time_between_booking_and_appt,ALL,308,ALL,ALL,CCG
ALL,NHS North East Essex CCG,06T,2 to 7 Days,E38000117,ALL,by_ccg_and_time_between_booking_and_appt,ALL,5276,ALL,ALL,CCG
ALL,NHS West Sussex CCG,70F,Same Day,E38000248,ALL,by_ccg_and_time_between_booking_and_appt,ALL,15700,ALL,ALL,CCG
ALL,NHS Somerset CCG,11X,1 Day,E38000150,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1313,ALL,ALL,CCG
ALL,NHS Warrington CCG,02E,More than 28 Days,E38000194,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3075,ALL,ALL,CCG
ALL,NHS Bolton CCG,00T,1 Day,E38000016,ALL,by_ccg_and_time_between_booking_and_appt,ALL,793,ALL,ALL,CCG
ALL,NHS Wigan Borough CCG,02H,1 Day,E38000205,ALL,by_ccg_and_time_between_booking_and_appt,ALL,925,ALL,ALL,CCG
ALL,NHS West Suffolk CCG,07K,2 to 7 Days,E38000204,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3399,ALL,ALL,CCG
ALL,NHS South East London CCG,72Q,Same Day,E38000244,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6397,ALL,ALL,CCG
ALL,NHS Surrey Heartlands CCG,92A,22 to 28 Days,E38000246,ALL,by_ccg_and_time_between_booking_and_appt,ALL,20154,ALL,ALL,CCG
ALL,NHS Buckinghamshire CCG,14Y,22 to 28 Days,E38000223,ALL,by_ccg_and_time_between_booking_and_appt,ALL,9268,ALL,ALL,CCG
ALL,NHS Shropshire and Telford and Wrekin CCG,M2L0M,22 to 28 Days,E38000257,ALL,by_ccg_and_time_between_booking_and_appt,ALL,8492,ALL,ALL,CCG
ALL,NHS St Helens CCG,01X,1 Day,E38000172,ALL,by_ccg_and_time_between_booking_and_appt,ALL,309,ALL,ALL,CCG
ALL,NHS Bury CCG,00V,More than 28 Days,E38000024,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1538,ALL,ALL,CCG
ALL,NHS Derby and Derbyshire CCG,15M,15 to 21 Days,E38000229,ALL,by_ccg_and_time_between_booking_and_appt,ALL,32033,ALL,ALL,CCG
ALL,NHS Buckinghamshire CCG,14Y,1 Day,E38000223,ALL,by_ccg_and_time_between_booking_and_appt,ALL,797,ALL,ALL,CCG
ALL,NHS Blackpool CCG,00R,2 to 7 Days,E38000015,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1993,ALL,ALL,CCG
ALL,NHS East Lancashire CCG,01A,Same Day,E38000050,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2450,ALL,ALL,CCG
ALL,NHS Bradford District and Craven CCG,36J,15 to 21 Days,E38000232,ALL,by_ccg_and_time_between_booking_and_appt,ALL,18514,ALL,ALL,CCG
ALL,NHS Leicester City CCG,04C,More than 28 Days,E38000097,ALL,by_ccg_and_time_between_booking_and_appt,ALL,9285,ALL,ALL,CCG
ALL,NHS West Essex CCG,07H,8 to 14 Days,E38000197,ALL,by_ccg_and_time_between_booking_and_appt,ALL,5319,ALL,ALL,CCG
ALL,NHS Bolton CCG,00T,15 to 21 Days,E38000016,ALL,by_ccg_and_time_between_booking_and_appt,ALL,8853,ALL,ALL,CCG
ALL,"NHS Heywood, Middleton and Rochdale CCG",01D,8 to 14 Days,E38000080,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3807,ALL,ALL,CCG
ALL,NHS Wigan Borough CCG,02H,8 to 14 Days,E38000205,ALL,by_ccg_and_time_between_booking_and_appt,ALL,5267,ALL,ALL,CCG
ALL,NHS Wigan Borough CCG,02H,Same Day,E38000205,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2013,ALL,ALL,CCG
ALL,NHS East Riding of Yorkshire CCG,02Y,8 to 14 Days,E38000052,ALL,by_ccg_and_time_between_booking_and_appt,ALL,7772,ALL,ALL,CCG
ALL,NHS Leeds CCG,15F,15 to 21 Days,E38000225,ALL,by_ccg_and_time_between_booking_and_appt,ALL,25213,ALL,ALL,CCG
ALL,NHS Bassetlaw CCG,02Q,2 to 7 Days,E38000008,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1563,ALL,ALL,CCG
ALL,NHS Barnsley CCG,02P,8 to 14 Days,E38000006,ALL,by_ccg_and_time_between_booking_and_appt,ALL,7147,ALL,ALL,CCG
ALL,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,8 to 14 Days,E38000249,ALL,by_ccg_and_time_between_booking_and_appt,ALL,22732,ALL,ALL,CCG
ALL,NHS Blackpool CCG,00R,15 to 21 Days,E38000015,ALL,by_ccg_and_time_between_booking_and_appt,ALL,5792,ALL,ALL,CCG
ALL,NHS East Riding of Yorkshire CCG,02Y,15 to 21 Days,E38000052,ALL,by_ccg_and_time_between_booking_and_appt,ALL,8051,ALL,ALL,CCG
ALL,NHS Frimley CCG,D4U1Y,1 Day,E38000252,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1007,ALL,ALL,CCG
ALL,NHS Knowsley CCG,01J,8 to 14 Days,E38000091,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2397,ALL,ALL,CCG
ALL,NHS North Cumbria CCG,01H,22 to 28 Days,E38000215,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6623,ALL,ALL,CCG
ALL,NHS Lincolnshire CCG,71E,More than 28 Days,E38000238,ALL,by_ccg_and_time_between_booking_and_appt,ALL,19173,ALL,ALL,CCG
ALL,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,15 to 21 Days,E38000153,ALL,by_ccg_and_time_between_booking_and_appt,ALL,4223,ALL,ALL,CCG
ALL,NHS Stoke on Trent CCG,05W,Same Day,E38000175,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1168,ALL,ALL,CCG
ALL,NHS Bury CCG,00V,8 to 14 Days,E38000024,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1335,ALL,ALL,CCG
ALL,NHS Stockport CCG,01W,2 to 7 Days,E38000174,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2792,ALL,ALL,CCG
ALL,NHS Kent and Medway CCG,91Q,2 to 7 Days,E38000237,ALL,by_ccg_and_time_between_booking_and_appt,ALL,16001,ALL,ALL,CCG
ALL,NHS Northamptonshire CCG,78H,8 to 14 Days,E38000242,ALL,by_ccg_and_time_between_booking_and_appt,ALL,18132,ALL,ALL,CCG
ALL,NHS Somerset CCG,11X,Same Day,E38000150,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6400,ALL,ALL,CCG
ALL,NHS Rotherham CCG,03L,2 to 7 Days,E38000141,ALL,by_ccg_and_time_between_booking_and_appt,ALL,5312,ALL,ALL,CCG
ALL,NHS East and North Hertfordshire CCG,06K,Same Day,E38000049,ALL,by_ccg_and_time_between_booking_and_appt,ALL,11264,ALL,ALL,CCG
ALL,NHS West Suffolk CCG,07K,Same Day,E38000204,ALL,by_ccg_and_time_between_booking_and_appt,ALL,5282,ALL,ALL,CCG
ALL,NHS Southend CCG,99G,15 to 21 Days,E38000168,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3970,ALL,ALL,CCG
ALL,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1 Day,E38000253,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3675,ALL,ALL,CCG
ALL,NHS Oxfordshire CCG,10Q,8 to 14 Days,E38000136,ALL,by_ccg_and_time_between_booking_and_appt,ALL,16033,ALL,ALL,CCG
ALL,NHS St Helens CCG,01X,More than 28 Days,E38000172,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2514,ALL,ALL,CCG
ALL,NHS North Tyneside CCG,99C,15 to 21 Days,E38000127,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6869,ALL,ALL,CCG
ALL,NHS North Yorkshire CCG,42D,22 to 28 Days,E38000241,ALL,by_ccg_and_time_between_booking_and_appt,ALL,12568,ALL,ALL,CCG
ALL,NHS West Leicestershire CCG,04V,Same Day,E38000201,ALL,by_ccg_and_time_between_booking_and_appt,ALL,8951,ALL,ALL,CCG
ALL,NHS Lincolnshire CCG,71E,Same Day,E38000238,ALL,by_ccg_and_time_between_booking_and_appt,ALL,16751,ALL,ALL,CCG
ALL,NHS West Essex CCG,07H,Same Day,E38000197,ALL,by_ccg_and_time_between_booking_and_appt,ALL,4036,ALL,ALL,CCG
ALL,NHS Shropshire and Telford and Wrekin CCG,M2L0M,1 Day,E38000257,ALL,by_ccg_and_time_between_booking_and_appt,ALL,683,ALL,ALL,CCG
ALL,NHS Wigan Borough CCG,02H,More than 28 Days,E38000205,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3315,ALL,ALL,CCG
ALL,NHS Thurrock CCG,07G,Same Day,E38000185,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3258,ALL,ALL,CCG
ALL,NHS Morecambe Bay CCG,01K,Same Day,E38000228,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2665,ALL,ALL,CCG
ALL,NHS Hull CCG,03F,8 to 14 Days,E38000085,ALL,by_ccg_and_time_between_booking_and_appt,ALL,8444,ALL,ALL,CCG
ALL,NHS East Leicestershire and Rutland CCG,03W,More than 28 Days,E38000051,ALL,by_ccg_and_time_between_booking_and_appt,ALL,7824,ALL,ALL,CCG
ALL,NHS Berkshire West CCG,15A,1 Day,E38000221,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1052,ALL,ALL,CCG
ALL,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,Unknown / Data Quality,E38000222,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1,ALL,ALL,CCG
ALL,NHS Herefordshire CCG,18C,2 to 7 Days,E38000236,ALL,by_ccg_and_time_between_booking_and_appt,ALL,9640,ALL,ALL,CCG
ALL,NHS Cheshire CCG,27D,22 to 28 Days,E38000233,ALL,by_ccg_and_time_between_booking_and_appt,ALL,18099,ALL,ALL,CCG
ALL,NHS Blackpool CCG,00R,8 to 14 Days,E38000015,ALL,by_ccg_and_time_between_booking_and_appt,ALL,5043,ALL,ALL,CCG
ALL,NHS Mid Essex CCG,06Q,8 to 14 Days,E38000106,ALL,by_ccg_and_time_between_booking_and_appt,ALL,11468,ALL,ALL,CCG
ALL,NHS Salford CCG,01G,8 to 14 Days,E38000143,ALL,by_ccg_and_time_between_booking_and_appt,ALL,5110,ALL,ALL,CCG
ALL,NHS Hull CCG,03F,More than 28 Days,E38000085,ALL,by_ccg_and_time_between_booking_and_appt,ALL,4244,ALL,ALL,CCG
ALL,NHS Buckinghamshire CCG,14Y,More than 28 Days,E38000223,ALL,by_ccg_and_time_between_booking_and_appt,ALL,8530,ALL,ALL,CCG
ALL,NHS Stafford and Surrounds CCG,05V,15 to 21 Days,E38000173,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3850,ALL,ALL,CCG
ALL,NHS Buckinghamshire CCG,14Y,8 to 14 Days,E38000223,ALL,by_ccg_and_time_between_booking_and_appt,ALL,9091,ALL,ALL,CCG
ALL,NHS Northumberland CCG,00L,Same Day,E38000130,ALL,by_ccg_and_time_between_booking_and_appt,ALL,7749,ALL,ALL,CCG
ALL,NHS East Riding of Yorkshire CCG,02Y,1 Day,E38000052,ALL,by_ccg_and_time_between_booking_and_appt,ALL,943,ALL,ALL,CCG
ALL,NHS Tameside and Glossop CCG,01Y,1 Day,E38000182,ALL,by_ccg_and_time_between_booking_and_appt,ALL,528,ALL,ALL,CCG
ALL,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,2 to 7 Days,E38000231,ALL,by_ccg_and_time_between_booking_and_appt,ALL,16638,ALL,ALL,CCG
ALL,NHS Herefordshire CCG,18C,1 Day,E38000236,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1792,ALL,ALL,CCG
ALL,NHS Derby and Derbyshire CCG,15M,2 to 7 Days,E38000229,ALL,by_ccg_and_time_between_booking_and_appt,ALL,15268,ALL,ALL,CCG
ALL,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,8 to 14 Days,E38000253,ALL,by_ccg_and_time_between_booking_and_appt,ALL,36384,ALL,ALL,CCG
ALL,NHS Bolton CCG,00T,2 to 7 Days,E38000016,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3367,ALL,ALL,CCG
ALL,NHS Tees Valley CCG,16C,Same Day,E38000247,ALL,by_ccg_and_time_between_booking_and_appt,ALL,13517,ALL,ALL,CCG
ALL,NHS North Cumbria CCG,01H,More than 28 Days,E38000215,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6797,ALL,ALL,CCG
ALL,NHS Tameside and Glossop CCG,01Y,2 to 7 Days,E38000182,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2507,ALL,ALL,CCG
ALL,NHS Barnsley CCG,02P,1 Day,E38000006,ALL,by_ccg_and_time_between_booking_and_appt,ALL,724,ALL,ALL,CCG
ALL,NHS Dorset CCG,11J,Unknown / Data Quality,E38000045,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6,ALL,ALL,CCG
ALL,NHS Gloucestershire CCG,11M,22 to 28 Days,E38000062,ALL,by_ccg_and_time_between_booking_and_appt,ALL,25115,ALL,ALL,CCG
ALL,NHS Stoke on Trent CCG,05W,8 to 14 Days,E38000175,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3040,ALL,ALL,CCG
ALL,NHS Blackburn with Darwen CCG,00Q,8 to 14 Days,E38000014,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1353,ALL,ALL,CCG
ALL,NHS Salford CCG,01G,22 to 28 Days,E38000143,ALL,by_ccg_and_time_between_booking_and_appt,ALL,5534,ALL,ALL,CCG
ALL,NHS Kernow CCG,11N,15 to 21 Days,E38000089,ALL,by_ccg_and_time_between_booking_and_appt,ALL,19562,ALL,ALL,CCG
ALL,NHS Shropshire and Telford and Wrekin CCG,M2L0M,More than 28 Days,E38000257,ALL,by_ccg_and_time_between_booking_and_appt,ALL,7920,ALL,ALL,CCG
ALL,NHS Coventry and Warwickshire CCG,B2M3M,15 to 21 Days,E38000251,ALL,by_ccg_and_time_between_booking_and_appt,ALL,11809,ALL,ALL,CCG
ALL,NHS South Tyneside CCG,00N,1 Day,E38000163,ALL,by_ccg_and_time_between_booking_and_appt,ALL,205,ALL,ALL,CCG
ALL,NHS Surrey Heartlands CCG,92A,1 Day,E38000246,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1942,ALL,ALL,CCG
ALL,NHS Coventry and Warwickshire CCG,B2M3M,1 Day,E38000251,ALL,by_ccg_and_time_between_booking_and_appt,ALL,945,ALL,ALL,CCG
ALL,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,Same Day,E38000222,ALL,by_ccg_and_time_between_booking_and_appt,ALL,8005,ALL,ALL,CCG
ALL,NHS Shropshire and Telford and Wrekin CCG,M2L0M,2 to 7 Days,E38000257,ALL,by_ccg_and_time_between_booking_and_appt,ALL,4277,ALL,ALL,CCG
ALL,NHS Blackburn with Darwen CCG,00Q,22 to 28 Days,E38000014,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1296,ALL,ALL,CCG
ALL,NHS Barnsley CCG,02P,15 to 21 Days,E38000006,ALL,by_ccg_and_time_between_booking_and_appt,ALL,8189,ALL,ALL,CCG
ALL,NHS Brighton and Hove CCG,09D,15 to 21 Days,E38000021,ALL,by_ccg_and_time_between_booking_and_appt,ALL,7300,ALL,ALL,CCG
ALL,NHS Buckinghamshire CCG,14Y,2 to 7 Days,E38000223,ALL,by_ccg_and_time_between_booking_and_appt,ALL,4034,ALL,ALL,CCG
ALL,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,22 to 28 Days,E38000222,ALL,by_ccg_and_time_between_booking_and_appt,ALL,22298,ALL,ALL,CCG
ALL,NHS Greater Preston CCG,01E,8 to 14 Days,E38000227,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2581,ALL,ALL,CCG
ALL,NHS Tees Valley CCG,16C,8 to 14 Days,E38000247,ALL,by_ccg_and_time_between_booking_and_appt,ALL,24045,ALL,ALL,CCG
ALL,NHS Castle Point and Rochford CCG,99F,1 Day,E38000030,ALL,by_ccg_and_time_between_booking_and_appt,ALL,571,ALL,ALL,CCG
ALL,NHS East Sussex CCG,97R,Same Day,E38000235,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6494,ALL,ALL,CCG
ALL,NHS West Sussex CCG,70F,More than 28 Days,E38000248,ALL,by_ccg_and_time_between_booking_and_appt,ALL,28382,ALL,ALL,CCG
ALL,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,2 to 7 Days,E38000222,ALL,by_ccg_and_time_between_booking_and_appt,ALL,10308,ALL,ALL,CCG
ALL,NHS Wirral CCG,12F,15 to 21 Days,E38000208,ALL,by_ccg_and_time_between_booking_and_appt,ALL,11861,ALL,ALL,CCG
ALL,NHS Chorley and South Ribble CCG,00X,8 to 14 Days,E38000034,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3834,ALL,ALL,CCG
ALL,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,1 Day,E38000153,ALL,by_ccg_and_time_between_booking_and_appt,ALL,308,ALL,ALL,CCG
ALL,NHS North Staffordshire CCG,05G,15 to 21 Days,E38000126,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3438,ALL,ALL,CCG
ALL,NHS Kent and Medway CCG,91Q,Unknown / Data Quality,E38000237,ALL,by_ccg_and_time_between_booking_and_appt,ALL,25,ALL,ALL,CCG
ALL,NHS Cannock Chase CCG,04Y,15 to 21 Days,E38000028,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2442,ALL,ALL,CCG
ALL,NHS Cannock Chase CCG,04Y,22 to 28 Days,E38000028,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2146,ALL,ALL,CCG
ALL,NHS Portsmouth CCG,10R,More than 28 Days,E38000137,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2455,ALL,ALL,CCG
ALL,NHS North Lincolnshire CCG,03K,1 Day,E38000122,ALL,by_ccg_and_time_between_booking_and_appt,ALL,930,ALL,ALL,CCG
ALL,NHS Vale of York CCG,03Q,2 to 7 Days,E38000188,ALL,by_ccg_and_time_between_booking_and_appt,ALL,4767,ALL,ALL,CCG
ALL,NHS Portsmouth CCG,10R,22 to 28 Days,E38000137,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3665,ALL,ALL,CCG
ALL,NHS North Staffordshire CCG,05G,2 to 7 Days,E38000126,ALL,by_ccg_and_time_between_booking_and_appt,ALL,1283,ALL,ALL,CCG
ALL,NHS Cannock Chase CCG,04Y,Same Day,E38000028,ALL,by_ccg_and_time_between_booking_and_appt,ALL,722,ALL,ALL,CCG
ALL,NHS Portsmouth CCG,10R,2 to 7 Days,E38000137,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2467,ALL,ALL,CCG
ALL,NHS Trafford CCG,02A,1 Day,E38000187,ALL,by_ccg_and_time_between_booking_and_appt,ALL,156,ALL,ALL,CCG
ALL,NHS Vale of York CCG,03Q,Same Day,E38000188,ALL,by_ccg_and_time_between_booking_and_appt,ALL,4195,ALL,ALL,CCG
ALL,NHS North Lincolnshire CCG,03K,2 to 7 Days,E38000122,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2965,ALL,ALL,CCG
ALL,NHS Cannock Chase CCG,04Y,1 Day,E38000028,ALL,by_ccg_and_time_between_booking_and_appt,ALL,227,ALL,ALL,CCG
ALL,NHS Portsmouth CCG,10R,1 Day,E38000137,ALL,by_ccg_and_time_between_booking_and_appt,ALL,752,ALL,ALL,CCG
ALL,NHS Vale of York CCG,03Q,15 to 21 Days,E38000188,ALL,by_ccg_and_time_between_booking_and_appt,ALL,7868,ALL,ALL,CCG
ALL,NHS Portsmouth CCG,10R,Same Day,E38000137,ALL,by_ccg_and_time_between_booking_and_appt,ALL,3475,ALL,ALL,CCG
ALL,NHS North Lincolnshire CCG,03K,8 to 14 Days,E38000122,ALL,by_ccg_and_time_between_booking_and_appt,ALL,6321,ALL,ALL,CCG
ALL,NHS North Staffordshire CCG,05G,8 to 14 Days,E38000126,ALL,by_ccg_and_time_between_booking_and_appt,ALL,2870,ALL,ALL,CCG
